"SourceFile"	"FileName"	"Make"	"Model"	"DateTimeOriginal"	"TriggerMode"	"Sequence"	"EventNumber"	"MoonPhase"	"AmbientTemperature"	"SerialNumber"	"Contrast"	"Brightness"	"Sharpness"	"Saturation"	"NewFileName"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0039.JPG"	"IMG_0039.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:10 15:06:01"	"M"	"1 2"	17	2	10	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-10_0014.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0040.JPG"	"IMG_0040.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:10 15:06:01"	"M"	"2 2"	17	2	10	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-10_0015.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0041.JPG"	"IMG_0041.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:10 17:30:20"	"M"	"1 2"	18	2	10	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-10_0016.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0042.JPG"	"IMG_0042.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:10 17:30:20"	"M"	"2 2"	18	2	10	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-10_0017.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0043.JPG"	"IMG_0043.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:10 17:51:52"	"M"	"1 2"	19	2	10	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-10_0018.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0044.JPG"	"IMG_0044.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:10 17:51:52"	"M"	"2 2"	19	2	10	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-10_0019.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0045.JPG"	"IMG_0045.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:10 20:00:00"	"T"	"0 0"	7	2	9	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-10_0020.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0046.JPG"	"IMG_0046.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:10 23:57:08"	"M"	"1 2"	20	2	5	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-10_0021.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0047.JPG"	"IMG_0047.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:10 23:57:09"	"M"	"2 2"	20	2	5	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-10_0022.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0048.JPG"	"IMG_0048.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 06:04:55"	"M"	"1 2"	21	3	5	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0049.JPG"	"IMG_0049.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 06:04:56"	"M"	"2 2"	21	3	5	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0050.JPG"	"IMG_0050.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 08:00:00"	"T"	"0 0"	8	3	6	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0003.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0051.JPG"	"IMG_0051.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 08:36:01"	"M"	"1 2"	22	3	7	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0004.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0052.JPG"	"IMG_0052.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 08:36:01"	"M"	"2 2"	22	3	7	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0005.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0053.JPG"	"IMG_0053.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 09:50:27"	"M"	"1 2"	23	3	8	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0006.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0054.JPG"	"IMG_0054.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 09:50:27"	"M"	"2 2"	23	3	8	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0007.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0055.JPG"	"IMG_0055.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 11:43:40"	"M"	"1 2"	24	3	13	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0008.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0056.JPG"	"IMG_0056.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 11:43:40"	"M"	"2 2"	24	3	13	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0009.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0057.JPG"	"IMG_0057.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 17:06:01"	"M"	"1 2"	25	3	13	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0010.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0058.JPG"	"IMG_0058.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 17:06:01"	"M"	"2 2"	25	3	13	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0011.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0059.JPG"	"IMG_0059.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 19:29:11"	"M"	"1 2"	26	3	11	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0012.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0060.JPG"	"IMG_0060.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 19:29:11"	"M"	"2 2"	26	3	11	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0013.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0061.JPG"	"IMG_0061.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 20:00:00"	"T"	"0 0"	9	3	11	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0014.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0062.JPG"	"IMG_0062.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 20:40:25"	"M"	"1 2"	27	3	10	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0015.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0063.JPG"	"IMG_0063.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:11 20:40:25"	"M"	"2 2"	27	3	10	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-11_0016.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0064.JPG"	"IMG_0064.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:12 03:21:02"	"M"	"1 2"	28	3	3	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-12_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0065.JPG"	"IMG_0065.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:12 03:21:02"	"M"	"2 2"	28	3	3	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-12_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0066.JPG"	"IMG_0066.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:12 08:00:00"	"T"	"0 0"	10	3	8	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-12_0003.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0067.JPG"	"IMG_0067.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:12 20:00:00"	"T"	"0 0"	11	3	10	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-12_0004.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0068.JPG"	"IMG_0068.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:13 08:00:00"	"T"	"0 0"	12	3	6	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-13_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0069.JPG"	"IMG_0069.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:13 20:00:00"	"T"	"0 0"	13	3	8	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-13_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0070.JPG"	"IMG_0070.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:13 21:44:20"	"M"	"1 2"	29	3	6	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-13_0003.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0071.JPG"	"IMG_0071.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:13 21:44:20"	"M"	"2 2"	29	3	6	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-13_0004.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0072.JPG"	"IMG_0072.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:14 08:00:00"	"T"	"0 0"	14	3	5	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-14_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0073.JPG"	"IMG_0073.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:14 20:00:00"	"T"	"0 0"	15	3	6	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-14_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0074.JPG"	"IMG_0074.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:15 08:00:00"	"T"	"0 0"	16	4	6	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-15_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0075.JPG"	"IMG_0075.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:15 20:00:00"	"T"	"0 0"	17	4	7	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-15_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0076.JPG"	"IMG_0076.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:16 08:00:00"	"T"	"0 0"	18	4	7	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-16_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0077.JPG"	"IMG_0077.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:16 14:15:32"	"M"	"1 2"	30	4	9	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-16_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0078.JPG"	"IMG_0078.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:16 14:15:32"	"M"	"2 2"	30	4	9	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-16_0003.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0079.JPG"	"IMG_0079.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:16 20:00:00"	"T"	"0 0"	19	4	5	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-16_0004.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0080.JPG"	"IMG_0080.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:17 08:00:00"	"T"	"0 0"	20	4	5	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-17_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0081.JPG"	"IMG_0081.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:17 20:00:00"	"T"	"0 0"	21	4	4	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-17_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0082.JPG"	"IMG_0082.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:18 05:25:50"	"M"	"1 2"	31	4	4	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-18_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0083.JPG"	"IMG_0083.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:18 05:25:50"	"M"	"2 2"	31	4	4	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-18_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0084.JPG"	"IMG_0084.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:18 08:00:00"	"T"	"0 0"	22	4	6	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-18_0003.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0085.JPG"	"IMG_0085.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:18 14:32:19"	"M"	"1 2"	32	4	17	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-18_0004.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0086.JPG"	"IMG_0086.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:18 14:32:19"	"M"	"2 2"	32	4	17	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-18_0005.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0087.JPG"	"IMG_0087.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:18 20:00:00"	"T"	"0 0"	23	4	13	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-18_0006.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0088.JPG"	"IMG_0088.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:19 08:00:00"	"T"	"0 0"	24	5	9	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-19_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0089.JPG"	"IMG_0089.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:19 14:36:01"	"M"	"1 2"	33	5	9	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-19_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0090.JPG"	"IMG_0090.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:19 14:36:01"	"M"	"2 2"	33	5	9	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-19_0003.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0091.JPG"	"IMG_0091.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:19 20:00:00"	"T"	"0 0"	25	5	9	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-19_0004.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0092.JPG"	"IMG_0092.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:20 08:00:00"	"T"	"0 0"	26	5	9	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-20_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0093.JPG"	"IMG_0093.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:20 19:18:26"	"M"	"1 2"	34	5	20	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-20_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0094.JPG"	"IMG_0094.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:20 19:18:27"	"M"	"2 2"	34	5	20	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-20_0003.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0095.JPG"	"IMG_0095.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:20 20:00:00"	"T"	"0 0"	27	5	19	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-20_0004.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0096.JPG"	"IMG_0096.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:20 21:36:01"	"M"	"1 2"	35	5	17	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-20_0005.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0097.JPG"	"IMG_0097.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:20 21:36:01"	"M"	"2 2"	35	5	17	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-20_0006.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0098.JPG"	"IMG_0098.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:21 07:41:17"	"M"	"1 2"	36	5	16	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-21_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0099.JPG"	"IMG_0099.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:21 07:41:17"	"M"	"2 2"	36	5	16	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-21_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0100.JPG"	"IMG_0100.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:21 08:00:00"	"T"	"0 0"	28	5	16	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-21_0003.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0101.JPG"	"IMG_0101.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:21 20:00:00"	"T"	"0 0"	29	5	16	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-21_0004.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0102.JPG"	"IMG_0102.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:22 08:00:00"	"T"	"0 0"	30	6	16	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-22_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0103.JPG"	"IMG_0103.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:22 20:00:00"	"T"	"0 0"	31	6	23	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-22_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0104.JPG"	"IMG_0104.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:23 08:00:00"	"T"	"0 0"	32	6	18	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-23_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0105.JPG"	"IMG_0105.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:23 08:06:44"	"M"	"1 2"	37	6	18	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-23_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0106.JPG"	"IMG_0106.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:23 08:06:44"	"M"	"2 2"	37	6	18	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-23_0003.JPG"
