"site" "year" "filename" "guess1" "confidence1"
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-08_0001.JPG" 1 0.999557554721832
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-08_0002.JPG" 1 0.999012351036072
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-09_0001.JPG" 1 0.999344766139984
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-09_0002.JPG" 1 0.999258100986481
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-09_0003.JPG" 1 0.999251663684845
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-09_0004.JPG" 1 0.999198019504547
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-10_0001.JPG" 1 0.999225258827209
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-10_0002.JPG" 1 0.999285042285919
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-10_0003.JPG" 1 0.99919468164444
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-10_0004.JPG" 1 0.99913364648819
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-11_0001.JPG" 1 0.999240159988403
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-11_0002.JPG" 1 0.999294638633728
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-11_0003.JPG" 1 0.999245882034302
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-11_0004.JPG" 1 0.999248087406158
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-12_0001.JPG" 1 0.999168753623962
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-12_0002.JPG" 1 0.999355733394623
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-13_0001.JPG" 1 0.999444305896759
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-13_0002.JPG" 1 0.999689221382141
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-14_0001.JPG" 1 0.999153971672058
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-14_0002.JPG" 1 0.999230861663818
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-15_0001.JPG" 1 0.999549567699432
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-15_0002.JPG" 1 0.99893456697464
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-16_0001.JPG" 1 0.999241709709167
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-16_0002.JPG" 1 0.99972015619278
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-17_0001.JPG" 1 0.999680519104004
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-17_0002.JPG" 1 0.999331593513489
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-18_0001.JPG" 1 0.999091863632202
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-18_0002.JPG" 1 0.999293804168701
"vj_ga_hu_1" "2020" "vj_ga_hu_1_2019-07-19_0001.JPG" 1 0.998667597770691
