"site" "year" "filename" "guess1" "confidence1"
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-08_0001.JPG" 1 0.999686002731323
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-08_0002.JPG" 1 0.999417662620544
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-08_0003.JPG" 1 0.999312996864319
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-08_0004.JPG" 1 0.999957084655762
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-09_0001.JPG" 1 0.99996292591095
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-09_0002.JPG" 1 0.999923706054688
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-10_0001.JPG" 1 0.999950528144836
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-10_0002.JPG" 1 0.999879598617554
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-11_0001.JPG" 1 0.999760091304779
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-11_0002.JPG" 1 0.999947071075439
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-12_0001.JPG" 1 0.999916195869446
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-12_0002.JPG" 1 0.999815881252289
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-13_0001.JPG" 1 0.999800741672516
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-13_0002.JPG" 1 0.99996280670166
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-14_0001.JPG" 1 0.999914646148682
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-14_0002.JPG" 1 0.999508261680603
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-14_0003.JPG" 1 0.999172747135162
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-14_0004.JPG" 1 0.999956250190735
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-15_0001.JPG" 1 0.999862313270569
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-15_0002.JPG" 1 0.999888062477112
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-16_0001.JPG" 1 0.999788582324982
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-16_0002.JPG" 1 0.999941945075989
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-17_0001.JPG" 1 0.99987268447876
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-17_0002.JPG" 1 0.999850153923035
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-18_0001.JPG" 1 0.999791085720062
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-18_0002.JPG" 1 0.999847650527954
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-19_0001.JPG" 1 0.999928712844849
"vj_ga_hu_3" "2020" "vj_ga_hu_3_2019-07-19_0002.JPG" 1 0.999916434288025
