"site" "year" "filename" "guess1" "confidence1"
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-08_0001.JPG" 1 0.999985694885254
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-08_0002.JPG" 1 0.999882936477661
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-08_0003.JPG" 1 0.9999178647995
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-08_0004.JPG" 1 0.999923944473267
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-08_0005.JPG" 1 0.999936819076538
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-08_0006.JPG" 1 0.99998664855957
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-09_0001.JPG" 1 0.99998664855957
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-09_0002.JPG" 1 0.999877333641052
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0001.JPG" 1 0.999990105628967
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0002.JPG" 3 0.997639298439026
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0003.JPG" 3 0.997919976711273
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0004.JPG" 3 0.998405396938324
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0005.JPG" 3 0.99782395362854
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0006.JPG" 3 0.999759256839752
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0007.JPG" 3 0.990036606788635
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0008.JPG" 3 0.998626470565796
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0009.JPG" 3 0.99756133556366
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0010.JPG" 3 0.998196303844452
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0011.JPG" 3 0.99825257062912
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0012.JPG" 3 0.996757686138153
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0013.JPG" 3 0.999526619911194
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0014.JPG" 1 0.999956011772156
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0015.JPG" 1 0.999952554702759
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0016.JPG" 3 0.999959588050842
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0017.JPG" 3 0.948597490787506
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0018.JPG" 3 0.997287154197693
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0019.JPG" 3 0.992637753486633
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0020.JPG" 1 0.999991536140442
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0021.JPG" 3 0.998585224151611
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-10_0022.JPG" 3 0.999920964241028
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0001.JPG" 3 0.999078869819641
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0002.JPG" 3 0.710954546928406
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0003.JPG" 1 0.99998950958252
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0004.JPG" 1 0.999955773353577
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0005.JPG" 1 0.999966621398926
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0006.JPG" 3 0.999330759048462
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0007.JPG" 3 0.999964118003845
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0008.JPG" 3 0.998985588550568
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0009.JPG" 3 0.996682703495026
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0010.JPG" 1 0.9999178647995
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0011.JPG" 1 0.999925851821899
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0012.JPG" 3 0.999616146087646
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0013.JPG" 3 0.994372844696045
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0014.JPG" 1 0.999989628791809
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0015.JPG" 3 0.992596626281738
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-11_0016.JPG" 3 0.999842643737793
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-12_0001.JPG" 7 0.99999988079071
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-12_0002.JPG" 7 0.99999988079071
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-12_0003.JPG" 1 0.999977946281433
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-12_0004.JPG" 1 0.999990344047546
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-13_0001.JPG" 1 0.999981045722961
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-13_0002.JPG" 1 0.999985456466675
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-13_0003.JPG" 7 0.698503792285919
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-13_0004.JPG" 7 0.999972581863403
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-14_0001.JPG" 1 0.999981999397278
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-14_0002.JPG" 1 0.999984502792358
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-15_0001.JPG" 1 0.999984860420227
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-15_0002.JPG" 1 0.999981164932251
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-16_0001.JPG" 1 0.999984622001648
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-16_0002.JPG" 3 0.998093783855438
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-16_0003.JPG" 3 0.999760687351227
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-16_0004.JPG" 1 0.999988794326782
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-17_0001.JPG" 1 0.999979257583618
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-17_0002.JPG" 1 0.999988555908203
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-18_0001.JPG" 3 0.999607861042023
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-18_0002.JPG" 3 0.998978614807129
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-18_0003.JPG" 1 0.999985218048096
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-18_0004.JPG" 3 0.999961376190186
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-18_0005.JPG" 3 0.99887603521347
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-18_0006.JPG" 1 0.999984383583069
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-19_0001.JPG" 1 0.999982118606567
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-19_0002.JPG" 1 0.999908924102783
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-19_0003.JPG" 1 0.99992561340332
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-19_0004.JPG" 1 0.999988794326782
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-20_0001.JPG" 1 0.999976754188538
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-20_0002.JPG" 3 0.999593436717987
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-20_0003.JPG" 3 0.999159097671509
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-20_0004.JPG" 1 0.999974966049194
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-20_0005.JPG" 1 0.999905109405518
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-20_0006.JPG" 1 0.99989926815033
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-21_0001.JPG" 1 0.999953985214233
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-21_0002.JPG" 1 0.999960422515869
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-21_0003.JPG" 1 0.999972224235535
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-21_0004.JPG" 1 0.999771058559418
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-22_0001.JPG" 1 0.999982833862305
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-22_0002.JPG" 1 0.999980568885803
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-23_0001.JPG" 1 0.999732434749603
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-23_0002.JPG" 1 0.999891400337219
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-23_0003.JPG" 1 0.999884605407715
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-23_0004.JPG" 3 0.999954462051392
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-23_0005.JPG" 3 0.999401688575745
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-23_0006.JPG" 3 0.99891984462738
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-23_0007.JPG" 3 0.999395728111267
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-23_0008.JPG" 1 0.999807178974152
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-24_0001.JPG" 1 0.999980449676514
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-24_0002.JPG" 1 0.999983191490173
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-25_0001.JPG" 1 0.999985933303833
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-25_0002.JPG" 1 0.99992036819458
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-25_0003.JPG" 1 0.99992561340332
"vj_ga_hu_2" "2020" "vj_ga_hu_2_2019-07-25_0004.JPG" 3 0.997759342193604
