"locality" "site" "date" "time" "image_name" "class_id" "presence_automatic" "presence_manual" "confidence_automatic" "observer_manual" "type_manual_classification" "comment"
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-20" "20:00:00" "vj_ga_hu_1_2019-07-20_0002.JPG" "lem_lem" 0 0 NA NA NA NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-20" "20:00:00" "vj_ga_hu_1_2019-07-20_0002.JPG" "mus_erm" 0 0 NA NA NA NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "08:00:00" "vj_ga_hu_1_2019-07-21_0001.JPG" "cricetidae" 0 0 NA "hb" "corrected_image_label" NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "08:00:00" "vj_ga_hu_1_2019-07-21_0001.JPG" "empty" 1 1 0.999213576316833 "hb" "corrected_image_label" NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "08:00:00" "vj_ga_hu_1_2019-07-21_0001.JPG" "lem_lem" 0 0 NA "hb" "corrected_image_label" NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "08:00:00" "vj_ga_hu_1_2019-07-21_0001.JPG" "mus_erm" 0 0 NA "hb" "corrected_image_label" NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "15:16:01" "vj_ga_hu_1_2019-07-21_0002.JPG" "cricetidae" 0 0 NA "hb" "corrected_image_label" NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "15:16:01" "vj_ga_hu_1_2019-07-21_0002.JPG" "empty" 1 1 0.998687088489532 "hb" "corrected_image_label" NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "15:16:01" "vj_ga_hu_1_2019-07-21_0002.JPG" "lem_lem" 0 0 NA "hb" "corrected_image_label" NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "15:16:01" "vj_ga_hu_1_2019-07-21_0002.JPG" "mus_erm" 0 0 NA "hb" "corrected_image_label" NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "15:16:01" "vj_ga_hu_1_2019-07-21_0003.JPG" "cricetidae" 0 0 NA NA NA NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "15:16:01" "vj_ga_hu_1_2019-07-21_0003.JPG" "empty" 1 0 0.998879015445709 NA NA NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "15:16:01" "vj_ga_hu_1_2019-07-21_0003.JPG" "lem_lem" 0 0 NA NA NA NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "15:16:01" "vj_ga_hu_1_2019-07-21_0003.JPG" "mus_erm" 0 0 NA NA NA NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "20:00:00" "vj_ga_hu_1_2019-07-21_0004.JPG" "cricetidae" 0 0 NA NA NA NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "20:00:00" "vj_ga_hu_1_2019-07-21_0004.JPG" "empty" 1 0 0.99876081943512 NA NA NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "20:00:00" "vj_ga_hu_1_2019-07-21_0004.JPG" "lem_lem" 0 0 NA NA NA NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-21" "20:00:00" "vj_ga_hu_1_2019-07-21_0004.JPG" "mus_erm" 0 0 NA NA NA NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-22" "08:00:00" "vj_ga_hu_1_2019-07-22_0001.JPG" "cricetidae" 0 0 NA NA NA NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-22" "08:00:00" "vj_ga_hu_1_2019-07-22_0001.JPG" "empty" 1 0 0.999278604984283 NA NA NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-22" "08:00:00" "vj_ga_hu_1_2019-07-22_0001.JPG" "lem_lem" 0 0 NA NA NA NA
"vestre_jakobselv" "vj_ga_hu_1" "2019-07-22" "08:00:00" "vj_ga_hu_1_2019-07-22_0001.JPG" "mus_erm" 0 0 NA NA NA NA
